,userId,genres_single,title,title085,title070,title050
1781,26928,Sci-Fi,7,7,5,2
1783,27171,Action,4,4,3,2
1784,27171,Adventure,5,4,3,2
1787,27171,Comedy,3,4,3,2
1789,27171,Drama,6,4,3,2
1790,27171,Fantasy,3,4,3,2
1793,27171,Sci-Fi,4,4,3,2
1796,27178,Action,5,6,4,3
1797,27178,Adventure,6,6,4,3
1800,27178,Comedy,4,6,4,3
1802,27178,Drama,4,6,4,3
1805,27178,Sci-Fi,6,6,4,3
1807,27250,Action,4,4,3,2
1808,27250,Adventure,3,4,3,2
1811,27250,Drama,5,4,3,2
1815,27250,Thriller,3,4,3,2
1817,27305,Action,9,7,5,2
1818,27305,Adventure,5,7,5,2
1823,27305,Sci-Fi,7,7,5,2
1826,27385,Action,5,4,3,2
1827,27385,Adventure,3,4,3,2
1830,27385,Comedy,4,4,3,2
1831,27385,Crime,3,4,3,2
1836,27385,Thriller,5,4,3,2
1838,27554,Action,6,6,4,2
1839,27554,Adventure,4,6,4,2
1843,27554,Drama,4,6,4,2
1847,27554,Sci-Fi,6,6,4,2
1849,27787,Action,9,6,6,3
1850,27787,Adventure,9,6,6,3
1855,27787,Drama,6,6,6,3
1860,27787,Sci-Fi,6,6,6,3
1861,27787,Thriller,6,6,6,3
1863,28125,Action,9,9,4,2
1864,28125,Adventure,9,9,4,2
1870,28125,Fantasy,4,9,4,2
1872,28125,Sci-Fi,7,9,4,2
1875,28312,Action,6,4,4,3
1876,28312,Adventure,4,4,4,3
1879,28312,Drama,7,4,4,3
1880,28312,Fantasy,4,4,4,3
1884,28312,Sci-Fi,4,4,4,3
1885,28312,Thriller,4,4,4,3
1887,28522,Action,7,6,3,2
1888,28522,Adventure,4,6,3,2
1891,28522,Comedy,3,6,3,2
1895,28522,Sci-Fi,6,6,3,2
1896,28522,Thriller,3,6,3,2
1897,28546,Action,4,4,3,2
1898,28546,Adventure,5,4,3,2
1903,28546,Drama,6,4,3,2
1906,28546,Sci-Fi,3,4,3,2
1909,28812,Action,12,10,8,2
1910,28812,Adventure,10,10,8,2
1915,28812,Drama,9,10,8,2
1919,28812,Sci-Fi,10,10,8,2
1920,28812,Thriller,8,10,8,2
1922,28898,Action,6,6,4,3
1923,28898,Adventure,6,6,4,3
1926,28898,Comedy,4,6,4,3
1928,28898,Fantasy,4,6,4,3
1931,28898,Sci-Fi,6,6,4,3
1933,29021,Action,3,4,3,1
1934,29021,Adventure,4,4,3,1
1935,29021,Drama,7,4,3,1
1938,29021,Sci-Fi,3,4,3,1
1942,29104,Action,5,5,4,2
1943,29104,Adventure,5,5,4,2
1945,29104,Drama,4,5,4,2
1950,29104,Sci-Fi,6,5,4,2
1953,29144,Action,10,8,6,5
1955,29144,Comedy,6,8,6,5
1957,29144,Drama,8,8,6,5
1961,29144,Thriller,7,8,6,5
1963,29323,Action,4,3,2,1
1964,29323,Adventure,3,3,2,1
1966,29323,Comedy,3,3,2,1
1968,29323,Drama,2,3,2,1
1972,29323,Sci-Fi,2,3,2,1
1975,29358,Action,7,7,4,3
1976,29358,Adventure,8,7,4,3
1981,29358,Drama,8,7,4,3
1982,29358,Fantasy,4,7,4,3
1985,29358,Sci-Fi,5,7,4,3
1988,29542,Action,10,7,7,3
1989,29542,Adventure,7,7,7,3
1994,29542,Drama,8,7,7,3
1998,29542,Sci-Fi,7,7,7,3
2000,29656,Action,6,5,4,2
2001,29656,Adventure,5,5,4,2
2004,29656,Comedy,4,5,4,2
2008,29656,Sci-Fi,4,5,4,2
2010,29770,Action,11,6,6,2
2011,29770,Adventure,11,6,6,2
2017,29770,Fantasy,6,6,6,2
2020,29770,Sci-Fi,6,6,6,2
2022,29791,Action,6,4,4,2
2023,29791,Adventure,4,4,4,2
2026,29791,Comedy,4,4,4,2
2028,29791,Drama,4,4,4,2
2033,29799,Action,2,3,2,2
2035,29799,Animation,2,3,2,2
2037,29799,Comedy,8,3,2,2
2038,29799,Crime,2,3,2,2
2039,29799,Drama,3,3,2,2
2040,29799,Romance,3,3,2,2
2041,29799,Sci-Fi,2,3,2,2
2042,29799,Thriller,2,3,2,2
2043,29844,Action,11,9,7,2
2044,29844,Adventure,9,9,7,2
2049,29844,Sci-Fi,7,9,7,2
2051,29927,Action,9,5,5,2
2052,29927,Adventure,7,5,5,2
2061,29927,Sci-Fi,5,5,5,2
2062,29927,Thriller,5,5,5,2
2063,29996,Action,2,3,2,2
2064,29996,Adventure,4,3,2,2
2065,29996,Animation,2,3,2,2
2067,29996,Comedy,5,3,2,2
2070,29996,Fantasy,2,3,2,2
2074,29996,Sci-Fi,2,3,2,2
2075,29996,Thriller,3,3,2,2
2076,29999,Action,12,6,5,2
2077,29999,Adventure,9,6,5,2
2082,29999,Fantasy,5,6,5,2
2085,29999,Sci-Fi,6,6,5,2
2088,30024,Action,7,6,6,3
2089,30024,Adventure,7,6,6,3
2092,30024,Drama,6,6,6,3
2097,30024,Sci-Fi,6,6,6,3
2100,30112,Action,5,5,3,2
2101,30112,Adventure,3,5,3,2
2105,30112,Drama,3,5,3,2
2109,30112,Sci-Fi,4,5,3,2
2110,30112,Thriller,5,5,3,2
2111,30200,Action,10,6,3,2
2112,30200,Adventure,6,6,3,2
2119,30200,Sci-Fi,6,6,3,2
2120,30200,Thriller,3,6,3,2
2122,30431,Action,4,4,3,3
2124,30431,Animation,3,4,3,3
2125,30431,Comedy,5,4,3,3
2126,30431,Crime,3,4,3,3
2127,30431,Drama,3,4,3,3
2129,30431,Thriller,3,4,3,3
2132,30643,Action,10,7,5,2
2133,30643,Adventure,5,7,5,2
2136,30643,Drama,7,7,5,2
2140,30643,Sci-Fi,10,7,5,2
2141,30643,Thriller,5,7,5,2
2143,30719,Action,7,3,3,1
2144,30719,Adventure,5,3,3,1
2147,30719,Comedy,3,3,3,1
2153,30719,Sci-Fi,3,3,3,1
2154,30719,Thriller,3,3,3,1
2155,31047,Action,7,6,3,2
2161,31047,Drama,3,6,3,2
2163,31047,Horror,3,6,3,2
2164,31047,Sci-Fi,6,6,3,2
2165,31047,Thriller,4,6,3,2
2166,31053,Action,8,5,4,3
2167,31053,Adventure,6,5,4,3
2168,31053,Comedy,4,5,4,3
2170,31053,Drama,4,5,4,3
2175,31053,Sci-Fi,5,5,4,3
2176,31053,Thriller,4,5,4,3
2178,31082,Action,2,3,2,2
2179,31082,Adventure,2,3,2,2
2180,31082,Animation,2,3,2,2
2182,31082,Crime,2,3,2,2
2183,31082,Drama,5,3,2,2
2184,31082,Fantasy,3,3,2,2
2185,31082,Romance,2,3,2,2
2186,31082,Sci-Fi,2,3,2,2
2187,31082,Thriller,2,3,2,2
2188,31164,Action,2,3,2,1
2192,31164,Comedy,5,3,2,1
2194,31164,Drama,4,3,2,1
2197,31164,Romance,3,3,2,1
2199,31164,Thriller,2,3,2,1
2200,31279,Action,8,8,5,3
2201,31279,Adventure,8,8,5,3
2204,31279,Comedy,5,8,5,3
2207,31279,Fantasy,5,8,5,3
2211,31502,Action,6,6,4,3
2212,31502,Adventure,4,6,4,3
2213,31502,Comedy,4,6,4,3
2219,31502,Sci-Fi,7,6,4,3
2220,31502,Thriller,4,6,4,3
2223,31533,Adventure,4,4,4,2
2225,31533,Drama,6,4,4,2
2229,31533,Sci-Fi,4,4,4,2
2231,31598,Action,12,6,4,2
2232,31598,Adventure,6,6,4,2
2240,31598,Sci-Fi,8,6,4,2
2241,31598,Thriller,4,6,4,2
2244,31776,Action,5,3,3,2
2245,31776,Adventure,3,3,3,2
2247,31776,Comedy,3,3,3,2
2253,31776,Sci-Fi,4,3,3,2
2254,31776,Thriller,3,3,3,2
2256,31889,Adventure,3,3,3,2
2259,31889,Comedy,3,3,3,2
2260,31889,Drama,8,3,3,2
2264,31889,Thriller,3,3,3,2
2268,31933,Adventure,2,4,2,2
2269,31933,Animation,2,4,2,2
2270,31933,Children,2,4,2,2
2271,31933,Comedy,4,4,2,2
2273,31933,Drama,10,4,2,2
2276,31933,Thriller,3,4,2,2
2278,31958,Action,6,5,4,3
2279,31958,Adventure,5,5,4,3
2282,31958,Comedy,4,5,4,3
2286,31958,Sci-Fi,5,5,4,3
2289,31975,Action,5,5,5,3
2290,31975,Adventure,7,5,5,3
2291,31975,Animation,5,5,5,3
2293,31975,Comedy,10,5,5,3
2295,31975,Drama,5,5,5,3
2300,31975,Sci-Fi,5,5,5,3
2303,32011,Action,5,5,5,3
2304,32011,Adventure,6,5,5,3
2309,32011,Drama,5,5,5,3
2312,32063,Action,4,4,4,2
2316,32063,Drama,4,4,4,2
2318,32063,Thriller,6,4,4,2
2320,32067,Action,5,5,4,2
2321,32067,Adventure,4,5,4,2
2324,32067,Comedy,5,5,4,2
2328,32067,Sci-Fi,4,5,4,2
2332,32149,Action,5,4,4,3
2333,32149,Adventure,4,4,4,3
2336,32149,Drama,4,4,4,3
2340,32149,Sci-Fi,4,4,4,3
2342,32226,Action,8,6,4,2
2343,32226,Adventure,6,6,4,2
2347,32226,Drama,4,6,4,2
2349,32226,Sci-Fi,4,6,4,2
2353,32253,Adventure,2,2,2,1
2354,32253,Comedy,2,2,2,1
2356,32253,Drama,8,2,2,1
2361,32253,Thriller,2,2,2,1
2363,32368,Action,6,4,3,3
2364,32368,Adventure,5,4,3,3
2365,32368,Animation,3,4,3,3
2367,32368,Comedy,4,4,3,3
2369,32368,Drama,3,4,3,3
2370,32368,Fantasy,3,4,3,3
2373,32368,Sci-Fi,3,4,3,3
2375,32452,Action,6,7,6,3
2376,32452,Adventure,7,7,6,3
2378,32452,Comedy,7,7,6,3
2380,32452,Drama,8,7,6,3
2384,32452,Sci-Fi,6,7,6,3
2386,32796,Action,8,5,3,2
2387,32796,Adventure,5,5,3,2
2390,32796,Comedy,3,5,3,2
2391,32796,Crime,3,5,3,2
2394,32796,Sci-Fi,5,5,3,2
2396,33249,Action,5,5,4,3
2397,33249,Adventure,8,5,4,3
2400,33249,Comedy,4,5,4,3
2401,33249,Drama,4,5,4,3
2405,33249,Sci-Fi,6,5,4,3
2406,33249,Thriller,4,5,4,3
2408,33333,Action,6,5,5,3
2409,33333,Adventure,5,5,5,3
2415,33333,Sci-Fi,5,5,5,3
2417,33429,Action,7,3,3,2
2421,33429,Comedy,3,3,3,2
2422,33429,Crime,3,3,3,2
2427,33429,Sci-Fi,3,3,3,2
2428,33429,Thriller,5,3,3,2
2429,33595,Action,6,6,4,3
2430,33595,Adventure,6,6,4,3
2432,33595,Drama,4,6,4,3
2436,33595,Thriller,4,6,4,3
2437,33832,Action,3,3,3,1
2441,33832,Drama,5,3,3,1
2444,33832,Sci-Fi,3,3,3,1
2445,33832,Thriller,3,3,3,1
2448,34164,Action,5,7,4,3
2450,34164,Comedy,4,7,4,3
2452,34164,Drama,7,7,4,3
2456,34164,Thriller,7,7,4,3
2458,34225,Action,8,8,6,3
2459,34225,Adventure,11,8,6,3
2463,34225,Drama,6,8,6,3
2466,34225,Sci-Fi,8,8,6,3
2468,34315,Action,7,6,5,3
2469,34315,Adventure,5,6,5,3
2477,34315,Sci-Fi,6,6,5,3
2478,34315,Thriller,5,6,5,3
2479,34334,Action,5,4,3,1
2480,34334,Adventure,4,4,3,1
2487,34334,Sci-Fi,3,4,3,1
2488,34334,Thriller,4,4,3,1
2490,34411,Action,4,5,4,2
2491,34411,Adventure,4,5,4,2
2494,34411,Comedy,5,5,4,2
2496,34411,Drama,6,5,4,2
2500,34411,Sci-Fi,5,5,4,2
2502,34692,Action,12,6,6,2
2503,34692,Adventure,6,6,6,2
2507,34692,Crime,7,6,6,2
2508,34692,Drama,6,6,6,2
2514,34692,Thriller,6,6,6,2
2516,34771,Action,9,5,4,3
2517,34771,Adventure,5,5,4,3
2521,34771,Crime,4,5,4,3
2522,34771,Drama,4,5,4,3
2523,34771,Fantasy,5,5,4,3
2526,34771,Thriller,4,5,4,3
2528,35175,Action,7,8,7,3
2529,35175,Adventure,8,8,7,3
2535,35175,Sci-Fi,8,8,7,3
2537,35327,Action,6,5,3,3
2538,35327,Adventure,7,5,3,3
2539,35327,Animation,3,5,3,3
2541,35327,Comedy,5,5,3,3
2543,35327,Drama,3,5,3,3
2547,35327,Sci-Fi,4,5,3,3
2548,35327,Thriller,3,5,3,3
2550,35384,Action,6,5,4,2
2551,35384,Adventure,7,5,4,2
2559,35384,Sci-Fi,5,5,4,2
2560,35384,Thriller,4,5,4,2
2562,35811,Action,6,4,3,3
2563,35811,Adventure,3,4,3,3
2566,35811,Drama,4,4,3,3
2567,35811,Fantasy,3,4,3,3
2568,35811,Sci-Fi,3,4,3,3
2572,35874,Action,9,9,5,2
2573,35874,Adventure,5,9,5,2
2576,35874,Drama,5,9,5,2
2579,35874,Sci-Fi,10,9,5,2
2580,35874,Thriller,7,9,5,2
2582,35894,Action,8,7,5,3
2583,35894,Adventure,7,7,5,3
2587,35894,Drama,5,7,5,3
2590,35894,Sci-Fi,7,7,5,3
2591,35894,Thriller,5,7,5,3
2593,36177,Action,6,6,3,1
2594,36177,Adventure,6,6,3,1
2598,36177,Fantasy,3,6,3,1
2601,36177,Sci-Fi,7,6,3,1
2604,36330,Action,15,12,4,2
2605,36330,Adventure,12,12,4,2
2608,36330,Comedy,7,12,4,2
2611,36330,Fantasy,4,12,4,2
2614,36330,Sci-Fi,12,12,4,2
2615,36330,Thriller,4,12,4,2
2617,36476,Action,7,4,4,3
2618,36476,Adventure,4,4,4,3
2622,36476,Drama,7,4,4,3
2626,36476,Sci-Fi,4,4,4,3
2629,36578,Action,5,6,4,2
2630,36578,Adventure,7,6,4,2
2633,36578,Comedy,6,6,4,2
2634,36578,Drama,4,6,4,2
2639,36618,Action,7,7,4,2
2640,36618,Adventure,5,7,4,2
2643,36618,Drama,8,7,4,2
2647,36618,Sci-Fi,4,7,4,2
2648,36618,Thriller,4,7,4,2
2650,36883,Action,6,6,3,2
2651,36883,Adventure,6,6,3,2
2654,36883,Comedy,3,6,3,2
2656,36883,Drama,9,6,3,2
2661,36883,Thriller,5,6,3,2
2664,36960,Action,10,5,4,2
2665,36960,Adventure,5,5,4,2
2668,36960,Comedy,4,5,4,2
2670,36960,Drama,4,5,4,2
2674,36960,Sci-Fi,6,5,4,2
2675,36960,Thriller,4,5,4,2
2677,37244,Action,8,6,4,2
2678,37244,Adventure,8,6,4,2
2683,37244,Drama,4,6,4,2
2684,37244,Fantasy,4,6,4,2
2686,37244,Sci-Fi,6,6,4,2
2688,37246,Action,8,8,7,3
2689,37246,Adventure,7,8,7,3
2692,37246,Drama,9,8,7,3
2696,37246,Sci-Fi,7,8,7,3
2699,37287,Action,11,7,5,4
2700,37287,Adventure,7,7,5,4
2702,37287,Crime,5,7,5,4
2703,37287,Drama,5,7,5,4
2709,37438,Action,16,12,10,5
2710,37438,Adventure,11,12,10,5
2715,37438,Drama,10,12,10,5
2718,37438,Sci-Fi,12,12,10,5
2719,37438,Thriller,10,12,10,5
2721,37448,Action,4,4,4,2
2722,37448,Adventure,7,4,4,2
2729,37448,Sci-Fi,4,4,4,2
2730,37448,Thriller,4,4,4,2
2732,37635,Action,9,7,4,3
2733,37635,Adventure,7,7,4,3
2737,37635,Fantasy,4,7,4,3
2740,37635,Sci-Fi,7,7,4,3
2743,37914,Action,8,7,4,2
2744,37914,Adventure,7,7,4,2
2749,37914,Sci-Fi,5,7,4,2
2750,37914,Thriller,4,7,4,2
2752,37955,Action,7,7,7,2
2753,37955,Adventure,7,7,7,2
2759,37955,Sci-Fi,8,7,7,2
2761,38543,Action,9,9,7,2
2762,38543,Adventure,7,9,7,2
2768,38543,Sci-Fi,9,9,7,2
2771,38588,Action,7,6,5,3
2772,38588,Adventure,6,6,5,3
2776,38588,Crime,5,6,5,3
2777,38588,Drama,7,6,5,3
2781,38588,Sci-Fi,5,6,5,3
2782,38588,Thriller,6,6,5,3
2784,38643,Adventure,4,4,4,3
2785,38643,Animation,4,4,4,3
2787,38643,Comedy,6,4,4,3
2790,38643,Fantasy,4,4,4,3
2793,38752,Action,7,6,3,2
2794,38752,Adventure,6,6,3,2
2797,38752,Comedy,3,6,3,2
2799,38752,Fantasy,3,6,3,2
2801,38752,Sci-Fi,6,6,3,2
2803,38814,Action,6,5,3,2
2804,38814,Adventure,5,5,3,2
2809,38814,Drama,4,5,3,2
2812,38814,Sci-Fi,3,5,3,2
2813,38814,Thriller,3,5,3,2
2814,39440,Action,5,5,3,2
2815,39440,Adventure,5,5,3,2
2818,39440,Comedy,3,5,3,2
2819,39440,Crime,3,5,3,2
2820,39440,Drama,3,5,3,2
2825,39896,Action,5,5,4,3
2829,39896,Drama,9,5,4,3
2831,39896,Horror,4,5,4,3
2834,39896,Thriller,6,5,4,3
2836,40006,Action,6,5,4,3
2837,40006,Adventure,5,5,4,3
2842,40006,Horror,4,5,4,3
2844,40006,Sci-Fi,5,5,4,3
2845,40006,Thriller,4,5,4,3
2846,40068,Action,8,7,3,2
2847,40068,Adventure,7,7,3,2
2849,40068,Comedy,3,7,3,2
2851,40068,Drama,3,7,3,2
2854,40068,Sci-Fi,7,7,3,2
2856,40099,Action,7,7,2,2
2857,40099,Adventure,7,7,2,2
2859,40099,Children,2,7,2,2
2860,40099,Comedy,2,7,2,2
2861,40099,Drama,2,7,2,2
2862,40099,Fantasy,2,7,2,2
2863,40099,Horror,2,7,2,2
2865,40099,Sci-Fi,5,7,2,2
2866,40099,Thriller,2,7,2,2
2867,40211,Action,6,5,5,3
2868,40211,Adventure,5,5,5,3
2869,40211,Animation,5,5,5,3
2871,40211,Comedy,8,5,5,3
2879,40334,Action,4,5,4,3
2880,40334,Adventure,5,5,4,3
2882,40334,Comedy,4,5,4,3
2884,40334,Drama,6,5,4,3
2889,40334,Thriller,4,5,4,3
2891,40491,Action,5,4,2,2
2892,40491,Adventure,4,4,2,2
2897,40491,Drama,2,4,2,2
2898,40491,Fantasy,2,4,2,2
2899,40491,Horror,2,4,2,2
2900,40491,Mystery,2,4,2,2
2901,40491,Sci-Fi,4,4,2,2
2902,40491,Thriller,3,4,2,2
2904,40636,Action,7,7,4,3
2905,40636,Adventure,7,7,4,3
2908,40636,Comedy,4,7,4,3
2910,40636,Drama,8,7,4,3
2911,40636,Fantasy,4,7,4,3
2915,40636,Sci-Fi,4,7,4,3
2916,40636,Thriller,4,7,4,3
2917,40701,Action,4,4,3,2
2918,40701,Adventure,5,4,3,2
2921,40701,Comedy,4,4,3,2
2923,40701,Drama,6,4,3,2
2927,40701,Romance,3,4,3,2
2928,40701,Sci-Fi,3,4,3,2
2930,41191,Action,4,4,3,2
2931,41191,Adventure,6,4,3,2
2935,41191,Crime,3,4,3,2
2936,41191,Drama,4,4,3,2
2937,41191,Fantasy,3,4,3,2
2942,41445,Animation,3,3,3,2
2944,41445,Comedy,3,3,3,2
2945,41445,Crime,3,3,3,2
2946,41445,Drama,12,3,3,2
2948,41445,Romance,3,3,3,2
2950,41445,Thriller,6,3,3,2
2953,41608,Action,8,6,6,2
2954,41608,Adventure,6,6,6,2
2962,41608,Sci-Fi,6,6,6,2
2963,41608,Thriller,6,6,6,2
2966,41657,Action,8,6,5,2
2967,41657,Adventure,5,6,5,2
2970,41657,Comedy,5,6,5,2
2972,41657,Drama,11,6,5,2
2977,41657,Sci-Fi,5,6,5,2
2978,41657,Thriller,6,6,5,2
2981,41686,Action,11,9,5,2
2982,41686,Adventure,9,9,5,2
2991,41686,Sci-Fi,10,9,5,2
2992,41686,Thriller,5,9,5,2
2993,42078,Action,16,8,7,4
2994,42078,Adventure,10,8,7,4
2997,42078,Comedy,8,8,7,4
3003,42078,Sci-Fi,8,8,7,4
3004,42078,Thriller,7,8,7,4
3006,42110,Action,9,8,6,3
3007,42110,Adventure,8,8,6,3
3013,42110,Sci-Fi,6,8,6,3
3015,42804,Action,5,5,5,3
3016,42804,Adventure,6,5,5,3
3020,42804,Drama,5,5,5,3
3024,42821,Action,3,3,3,2
3025,42821,Adventure,4,3,3,2
3028,42821,Comedy,3,3,3,2
3029,42821,Crime,3,3,3,2
3031,42821,Fantasy,3,3,3,2
3036,42821,Sci-Fi,3,3,3,2
3038,42909,Action,10,6,3,2
3039,42909,Adventure,6,6,3,2
3042,42909,Crime,3,6,3,2
3045,42909,Horror,3,6,3,2
3048,42909,Sci-Fi,6,6,3,2
3049,42909,Thriller,4,6,3,2
3051,43147,Action,6,4,3,2
3052,43147,Adventure,4,4,3,2
3053,43147,Animation,3,4,3,2
3055,43147,Comedy,4,4,3,2
3061,43147,Sci-Fi,3,4,3,2
3064,43207,Action,6,6,5,2
3065,43207,Adventure,7,6,5,2
3074,43207,Sci-Fi,6,6,5,2
3075,43207,Thriller,5,6,5,2
3076,43211,Action,4,5,4,2
3077,43211,Adventure,6,5,4,2
3078,43211,Animation,5,5,4,2
3080,43211,Comedy,5,5,4,2
3082,43211,Drama,10,5,4,2
3087,43211,Thriller,4,5,4,2
3089,43698,Action,5,5,3,2
3090,43698,Adventure,5,5,3,2
3093,43698,Comedy,3,5,3,2
3095,43698,Drama,3,5,3,2
3099,44046,Action,8,7,4,3
3100,44046,Adventure,7,7,4,3
3105,44046,Drama,5,7,4,3
3108,44046,Sci-Fi,4,7,4,3
3110,44078,Action,8,7,5,2
3111,44078,Adventure,7,7,5,2
3115,44078,Drama,5,7,5,2
3119,44078,Sci-Fi,7,7,5,2
3122,44215,Action,7,6,4,3
3123,44215,Adventure,6,6,4,3
3129,44215,Sci-Fi,4,6,4,3
3130,44215,Thriller,4,6,4,3
3131,44621,Action,11,10,7,3
3132,44621,Adventure,10,10,7,3
3136,44621,Drama,7,10,7,3
3140,44621,Sci-Fi,9,10,7,3
3142,44775,Action,8,10,8,3
3143,44775,Adventure,10,10,8,3
3148,44775,Drama,8,10,8,3
3151,44775,Sci-Fi,10,10,8,3
3153,44895,Action,5,6,3,2
3157,44895,Comedy,7,6,3,2
3158,44895,Crime,3,6,3,2
3159,44895,Drama,7,6,3,2
3162,44895,Romance,3,6,3,2
3164,44895,Thriller,6,6,3,2
3168,45038,Action,7,7,3,2
3169,45038,Adventure,7,7,3,2
3174,45038,Drama,3,7,3,2
3176,45038,Sci-Fi,8,7,3,2
3178,45219,Action,3,4,3,3
3179,45219,Adventure,3,4,3,3
3180,45219,Comedy,3,4,3,3
3182,45219,Drama,7,4,3,3
3184,45219,Mystery,3,4,3,3
3185,45219,Romance,3,4,3,3
3186,45219,Sci-Fi,3,4,3,3
3187,45219,Thriller,4,4,3,3
3188,45566,Action,11,7,6,5
3189,45566,Adventure,7,7,6,5
3193,45566,Drama,6,7,6,5
3197,45566,Sci-Fi,7,7,6,5
3200,45599,Adventure,4,6,4,2
3203,45599,Comedy,6,6,4,2
3204,45599,Crime,6,6,4,2
3205,45599,Drama,10,6,4,2
3209,45599,Romance,4,6,4,2
3211,45599,Thriller,4,6,4,2
3212,45672,Action,8,4,3,2
3213,45672,Adventure,7,4,3,2
3214,45672,Animation,3,4,3,2
3217,45672,Drama,3,4,3,2
3221,45672,Sci-Fi,4,4,3,2
3224,45948,Action,9,8,7,2
3225,45948,Adventure,8,8,7,2
3229,45948,Drama,7,8,7,2
3234,45948,Sci-Fi,9,8,7,2
3235,45948,Thriller,7,8,7,2
3236,46023,Action,9,5,5,2
3237,46023,Adventure,5,5,5,2
3245,46023,Sci-Fi,5,5,5,2
3246,46023,Thriller,5,5,5,2
3247,46088,Action,7,7,5,3
3248,46088,Adventure,7,7,5,3
3251,46088,Comedy,5,7,5,3
3252,46088,Drama,6,7,5,3
3255,46088,Sci-Fi,5,7,5,3
3258,46101,Action,9,7,5,3
3259,46101,Adventure,7,7,5,3
3263,46101,Drama,13,7,5,3
3268,46101,Sci-Fi,7,7,5,3
3269,46101,Thriller,5,7,5,3
3271,46224,Action,6,6,4,3
3272,46224,Adventure,4,6,4,3
3275,46224,Drama,7,6,4,3
3280,46224,Thriller,4,6,4,3
3282,46264,Action,8,5,3,3
3283,46264,Adventure,5,5,3,3
3286,46264,Crime,3,5,3,3
3287,46264,Drama,3,5,3,3
3290,46264,Sci-Fi,3,5,3,3
3291,46264,Thriller,5,5,3,3
3292,46290,Action,9,6,5,2
3293,46290,Adventure,7,6,5,2
3298,46290,Drama,5,6,5,2
3302,46290,Sci-Fi,5,6,5,2
3303,46290,Thriller,6,6,5,2
3304,46342,Action,8,5,3,3
3305,46342,Adventure,3,5,3,3
3306,46342,Comedy,5,5,3,3
3308,46342,Drama,3,5,3,3
3312,46342,Sci-Fi,4,5,3,3
3313,46342,Thriller,3,5,3,3
3314,46357,Action,5,5,5,2
3315,46357,Adventure,5,5,5,2
3316,46357,Drama,6,5,5,2
3323,46412,Action,4,4,4,2
3327,46412,Drama,5,4,4,2
3331,46412,Thriller,4,4,4,2
3332,46546,Action,7,7,3,2
3333,46546,Adventure,7,7,3,2
3335,46546,Comedy,3,7,3,2
3336,46546,Drama,3,7,3,2
3339,46546,Sci-Fi,7,7,3,2
3342,46638,Action,5,5,4,2
3343,46638,Adventure,4,5,4,2
3346,46638,Comedy,8,5,4,2
3348,46638,Drama,5,5,4,2
3354,46638,Thriller,6,5,4,2
3355,46692,Action,5,7,5,4
3356,46692,Adventure,5,7,5,4
3359,46692,Drama,8,7,5,4
3363,46692,Thriller,7,7,5,4
3364,46694,Action,5,5,3,3
3367,46694,Comedy,3,5,3,3
3369,46694,Drama,9,5,3,3
3370,46694,Fantasy,3,5,3,3
3372,46694,Sci-Fi,3,5,3,3
3373,46984,Action,8,8,5,3
3374,46984,Adventure,8,8,5,3
3379,46984,Drama,5,8,5,3
3383,46984,Sci-Fi,9,8,5,3
3385,47153,Action,4,6,4,2
3386,47153,Adventure,6,6,4,2
3389,47153,Comedy,4,6,4,2
3391,47153,Drama,12,6,4,2
3394,47153,Sci-Fi,4,6,4,2
3395,47153,Thriller,6,6,4,2
3398,47578,Action,10,10,6,4
3399,47578,Adventure,10,10,6,4
3402,47578,Comedy,6,10,6,4
3404,47578,Drama,10,10,6,4
3409,47578,Sci-Fi,9,10,6,4
3413,48832,Action,3,5,3,1
3417,48832,Drama,6,5,3,1
3421,48832,Sci-Fi,3,5,3,1
3422,48832,Thriller,5,5,3,1
3424,48890,Action,5,5,3,2
3425,48890,Adventure,6,5,3,2
3429,48890,Crime,5,5,3,2
3431,48890,Fantasy,3,5,3,2
3436,48972,Action,4,5,4,2
3437,48972,Adventure,6,5,4,2
3441,48972,Drama,5,5,4,2
3445,49000,Action,4,7,4,3
3446,49000,Adventure,7,7,4,3
3449,49000,Drama,8,7,4,3
3453,49000,Sci-Fi,4,7,4,3
3454,49000,Thriller,5,7,4,3
3455,49004,Action,3,3,3,2
3456,49004,Adventure,3,3,3,2
3459,49004,Comedy,3,3,3,2
3463,49004,Romance,3,3,3,2
3464,49004,Sci-Fi,3,3,3,2
3466,49403,Action,6,4,4,3
3467,49403,Adventure,4,4,4,3
3475,49403,Sci-Fi,6,4,4,3
3476,49403,Thriller,4,4,4,3
3479,49498,Action,6,4,3,2
3480,49498,Adventure,4,4,3,2
3485,49498,Drama,3,4,3,2
3487,49498,Sci-Fi,4,4,3,2
3488,49498,Thriller,3,4,3,2
3490,49508,Action,8,6,5,2
3491,49508,Adventure,6,6,5,2
3494,49508,Comedy,5,6,5,2
3496,49508,Drama,8,6,5,2
3502,49631,Action,6,4,3,2
3503,49631,Adventure,3,4,3,2
3506,49631,Drama,3,4,3,2
3510,49631,Sci-Fi,3,4,3,2
3511,49631,Thriller,4,4,3,2
3513,49638,Action,6,5,5,2
3514,49638,Adventure,5,5,5,2
3518,49638,Drama,10,5,5,2
3521,49638,Sci-Fi,5,5,5,2
3522,49638,Thriller,5,5,5,2
3525,50338,Action,5,5,5,4
3526,50338,Adventure,5,5,5,4
3529,50338,Drama,8,5,5,4
3535,50338,Thriller,5,5,5,4
3536,50601,Action,13,10,7,4
