,userId,genres_single,title
2306,32011,Children,3
2307,32011,Comedy,1
2308,32011,Crime,3
2309,32011,Drama,5
2310,32011,Sci-Fi,2
2311,32011,Thriller,2
2312,32063,Action,4
2313,32063,Adventure,3
2314,32063,Comedy,1
2315,32063,Crime,1
2316,32063,Drama,4
2317,32063,Sci-Fi,2
2318,32063,Thriller,6
2319,32063,War,1
2320,32067,Action,5
2321,32067,Adventure,4
2322,32067,Animation,1
2323,32067,Children,1
2324,32067,Comedy,5
2325,32067,Crime,2
2326,32067,Drama,3
2327,32067,Fantasy,2
2328,32067,Sci-Fi,4
2329,32067,Thriller,1
2330,32067,Western,1
2331,32149,(no genres listed),1
2332,32149,Action,5
2333,32149,Adventure,4
2334,32149,Comedy,1
2335,32149,Crime,1
2336,32149,Drama,4
2337,32149,Fantasy,3
2338,32149,Horror,1
2339,32149,Romance,1
2340,32149,Sci-Fi,4
2341,32149,Thriller,3
2342,32226,Action,8
2343,32226,Adventure,6
2344,32226,Animation,1
2345,32226,Comedy,2
2346,32226,Crime,2
2347,32226,Drama,4
2348,32226,Horror,1
2349,32226,Sci-Fi,4
2350,32226,Thriller,3
2351,32226,Western,1
2352,32253,Action,1
2353,32253,Adventure,2
2354,32253,Comedy,2
2355,32253,Crime,1
2356,32253,Drama,8
2357,32253,Fantasy,1
2358,32253,Horror,1
2359,32253,Romance,1
2360,32253,Sci-Fi,1
2361,32253,Thriller,2
2362,32253,War,1
2363,32368,Action,6
2364,32368,Adventure,5
2365,32368,Animation,3
2366,32368,Children,2
2367,32368,Comedy,4
2368,32368,Crime,1
2369,32368,Drama,3
2370,32368,Fantasy,3
2371,32368,Mystery,1
2372,32368,Romance,1
2373,32368,Sci-Fi,3
2374,32368,Thriller,1
2375,32452,Action,6
2376,32452,Adventure,7
2377,32452,Animation,1
2378,32452,Comedy,7
2379,32452,Crime,2
2380,32452,Drama,8
2381,32452,Fantasy,3
2382,32452,IMAX,1
2383,32452,Romance,2
2384,32452,Sci-Fi,6
2385,32452,Thriller,2
2386,32796,Action,8
2387,32796,Adventure,5
2388,32796,Animation,1
2389,32796,Children,1
2390,32796,Comedy,3
2391,32796,Crime,3
2392,32796,Drama,2
2393,32796,Fantasy,1
2394,32796,Sci-Fi,5
2395,32796,Thriller,2
2396,33249,Action,5
2397,33249,Adventure,8
2398,33249,Animation,3
2399,33249,Children,2
2400,33249,Comedy,4
2401,33249,Drama,4
2402,33249,Fantasy,2
2403,33249,Horror,1
2404,33249,Romance,1
2405,33249,Sci-Fi,6
2406,33249,Thriller,4
2407,33249,Western,1
2408,33333,Action,6
2409,33333,Adventure,5
2410,33333,Comedy,4
2411,33333,Drama,3
2412,33333,Fantasy,2
2413,33333,Horror,1
2414,33333,Romance,1
2415,33333,Sci-Fi,5
2416,33333,Thriller,3
2417,33429,Action,7
2418,33429,Adventure,2
2419,33429,Animation,1
2420,33429,Children,1
2421,33429,Comedy,3
2422,33429,Crime,3
2423,33429,Drama,2
2424,33429,Horror,1
2425,33429,Mystery,1
2426,33429,Romance,1
2427,33429,Sci-Fi,3
2428,33429,Thriller,5
2429,33595,Action,6
2430,33595,Adventure,6
2431,33595,Crime,3
2432,33595,Drama,4
2433,33595,Fantasy,3
2434,33595,Mystery,2
2435,33595,Sci-Fi,3
2436,33595,Thriller,4
2437,33832,Action,3
2438,33832,Adventure,2
2439,33832,Comedy,1
2440,33832,Crime,1
2441,33832,Drama,5
2442,33832,Horror,1
2443,33832,Romance,1
2444,33832,Sci-Fi,3
2445,33832,Thriller,3
2446,33832,War,1
2447,33832,Western,1
2448,34164,Action,5
2449,34164,Adventure,3
2450,34164,Comedy,4
2451,34164,Crime,3
2452,34164,Drama,7
2453,34164,Horror,3
2454,34164,Mystery,3
2455,34164,Sci-Fi,3
2456,34164,Thriller,7
2457,34164,War,2
2458,34225,Action,8
2459,34225,Adventure,11
2460,34225,Animation,3
2461,34225,Comedy,3
2462,34225,Crime,1
2463,34225,Drama,6
2464,34225,Fantasy,2
2465,34225,Horror,1
2466,34225,Sci-Fi,8
2467,34225,Thriller,2
2468,34315,Action,7
2469,34315,Adventure,5
2470,34315,Comedy,2
2471,34315,Crime,1
2472,34315,Drama,3
2473,34315,Fantasy,4
2474,34315,Horror,1
2475,34315,IMAX,1
2476,34315,Romance,2
2477,34315,Sci-Fi,6
2478,34315,Thriller,5
2479,34334,Action,5
2480,34334,Adventure,4
2481,34334,Comedy,1
2482,34334,Crime,1
2483,34334,Drama,1
2484,34334,Fantasy,2
2485,34334,Horror,1
2486,34334,Mystery,1
2487,34334,Sci-Fi,3
2488,34334,Thriller,4
2489,34411,(no genres listed),1
2490,34411,Action,4
2491,34411,Adventure,4
2492,34411,Animation,1
2493,34411,Children,1
2494,34411,Comedy,5
2495,34411,Crime,2
2496,34411,Drama,6
2497,34411,Fantasy,1
2498,34411,Horror,2
2499,34411,Mystery,1
2500,34411,Sci-Fi,5
2501,34411,Thriller,2
2502,34692,Action,12
2503,34692,Adventure,6
2504,34692,Animation,1
2505,34692,Children,1
2506,34692,Comedy,2
2507,34692,Crime,7
2508,34692,Drama,6
2509,34692,Fantasy,3
2510,34692,Horror,1
2511,34692,Mystery,1
2512,34692,Romance,1
2513,34692,Sci-Fi,3
2514,34692,Thriller,6
2515,34692,War,1
2516,34771,Action,9
2517,34771,Adventure,5
2518,34771,Animation,2
2519,34771,Children,1
2520,34771,Comedy,3
2521,34771,Crime,4
2522,34771,Drama,4
2523,34771,Fantasy,5
2524,34771,Horror,1
2525,34771,Sci-Fi,3
2526,34771,Thriller,4
2527,34771,War,1
2528,35175,Action,7
2529,35175,Adventure,8
2530,35175,Comedy,1
2531,35175,Drama,3
2532,35175,Fantasy,2
2533,35175,Horror,1
2534,35175,Mystery,1
2535,35175,Sci-Fi,8
2536,35175,Thriller,3
2537,35327,Action,6
2538,35327,Adventure,7
2539,35327,Animation,3
2540,35327,Children,2
2541,35327,Comedy,5
2542,35327,Crime,1
2543,35327,Drama,3
2544,35327,Fantasy,2
2545,35327,Horror,2
2546,35327,Mystery,1
2547,35327,Sci-Fi,4
2548,35327,Thriller,3
2549,35327,Western,1
2550,35384,Action,6
2551,35384,Adventure,7
2552,35384,Animation,2
2553,35384,Children,1
2554,35384,Comedy,3
2555,35384,Crime,1
2556,35384,Drama,3
2557,35384,Fantasy,1
2558,35384,Mystery,1
2559,35384,Sci-Fi,5
2560,35384,Thriller,4
2561,35384,Western,1
2562,35811,Action,6
2563,35811,Adventure,3
2564,35811,Comedy,2
2565,35811,Crime,2
2566,35811,Drama,4
2567,35811,Fantasy,3
2568,35811,Sci-Fi,3
2569,35811,Thriller,2
2570,35811,Western,1
2571,35874,(no genres listed),1
2572,35874,Action,9
2573,35874,Adventure,5
2574,35874,Comedy,1
2575,35874,Crime,2
2576,35874,Drama,5
2577,35874,Fantasy,2
2578,35874,Horror,2
2579,35874,Sci-Fi,10
2580,35874,Thriller,7
2581,35874,Western,1
2582,35894,Action,8
2583,35894,Adventure,7
2584,35894,Animation,1
2585,35894,Comedy,1
2586,35894,Crime,1
2587,35894,Drama,5
2588,35894,Fantasy,3
2589,35894,Horror,1
2590,35894,Sci-Fi,7
2591,35894,Thriller,5
2592,35894,War,1
2593,36177,Action,6
2594,36177,Adventure,6
2595,36177,Children,1
2596,36177,Crime,1
2597,36177,Drama,2
2598,36177,Fantasy,3
2599,36177,IMAX,1
2600,36177,Mystery,1
2601,36177,Sci-Fi,7
2602,36177,Thriller,1
2603,36330,(no genres listed),1
2604,36330,Action,15
2605,36330,Adventure,12
2606,36330,Animation,2
2607,36330,Children,2
2608,36330,Comedy,7
2609,36330,Crime,1
2610,36330,Drama,3
2611,36330,Fantasy,4
2612,36330,Horror,1
2613,36330,Romance,1
2614,36330,Sci-Fi,12
2615,36330,Thriller,4
2616,36330,War,1
2617,36476,Action,7
2618,36476,Adventure,4
2619,36476,Animation,3
2620,36476,Comedy,3
2621,36476,Crime,2
2622,36476,Drama,7
2623,36476,Fantasy,3
2624,36476,Horror,1
2625,36476,Romance,1
2626,36476,Sci-Fi,4
2627,36476,Thriller,2
2628,36476,War,1
2629,36578,Action,5
2630,36578,Adventure,7
2631,36578,Animation,3
2632,36578,Children,2
2633,36578,Comedy,6
2634,36578,Drama,4
2635,36578,Fantasy,2
2636,36578,Romance,1
2637,36578,Sci-Fi,2
2638,36578,Western,1
2639,36618,Action,7
2640,36618,Adventure,5
2641,36618,Comedy,2
2642,36618,Crime,2
2643,36618,Drama,8
2644,36618,Fantasy,1
2645,36618,Horror,1
2646,36618,Mystery,1
2647,36618,Sci-Fi,4
2648,36618,Thriller,4
2649,36618,War,1
2650,36883,Action,6
2651,36883,Adventure,6
2652,36883,Animation,1
2653,36883,Children,1
2654,36883,Comedy,3
2655,36883,Crime,2
2656,36883,Drama,9
2657,36883,Fantasy,1
2658,36883,Horror,1
2659,36883,Romance,1
2660,36883,Sci-Fi,2
2661,36883,Thriller,5
2662,36883,War,2
2663,36960,(no genres listed),1
2664,36960,Action,10
2665,36960,Adventure,5
2666,36960,Animation,1
2667,36960,Children,2
2668,36960,Comedy,4
2669,36960,Crime,2
2670,36960,Drama,4
2671,36960,Fantasy,2
2672,36960,Horror,1
2673,36960,Romance,1
2674,36960,Sci-Fi,6
2675,36960,Thriller,4
2676,37244,(no genres listed),1
2677,37244,Action,8
2678,37244,Adventure,8
2679,37244,Animation,3
2680,37244,Children,1
2681,37244,Comedy,1
2682,37244,Crime,1
2683,37244,Drama,4
2684,37244,Fantasy,4
2685,37244,Romance,2
2686,37244,Sci-Fi,6
2687,37244,Thriller,1
2688,37246,Action,8
2689,37246,Adventure,7
2690,37246,Comedy,1
2691,37246,Crime,1
2692,37246,Drama,9
2693,37246,Fantasy,1
2694,37246,Horror,1
2695,37246,Romance,3
2696,37246,Sci-Fi,7
2697,37246,Thriller,6
2698,37246,War,1
2699,37287,Action,11
2700,37287,Adventure,7
2701,37287,Comedy,4
2702,37287,Crime,5
2703,37287,Drama,5
2704,37287,Fantasy,3
2705,37287,Mystery,2
2706,37287,Romance,1
2707,37287,Sci-Fi,4
2708,37287,Thriller,4
2709,37438,Action,16
2710,37438,Adventure,11
2711,37438,Animation,2
2712,37438,Children,2
2713,37438,Comedy,5
2714,37438,Crime,4
2715,37438,Drama,10
2716,37438,Fantasy,2
2717,37438,Horror,4
2718,37438,Sci-Fi,12
2719,37438,Thriller,10
2720,37448,(no genres listed),1
2721,37448,Action,4
2722,37448,Adventure,7
2723,37448,Animation,1
2724,37448,Comedy,2
2725,37448,Crime,2
2726,37448,Drama,3
2727,37448,Fantasy,1
2728,37448,Mystery,2
2729,37448,Sci-Fi,4
2730,37448,Thriller,4
2731,37448,Western,1
2732,37635,Action,9
2733,37635,Adventure,7
2734,37635,Comedy,3
2735,37635,Crime,3
2736,37635,Drama,1
2737,37635,Fantasy,4
2738,37635,Horror,2
2739,37635,Mystery,2
2740,37635,Sci-Fi,7
2741,37635,Thriller,3
2742,37914,(no genres listed),1
2743,37914,Action,8
2744,37914,Adventure,7
2745,37914,Animation,1
2746,37914,Children,1
2747,37914,Comedy,3
2748,37914,Drama,2
2749,37914,Sci-Fi,5
2750,37914,Thriller,4
2751,37914,Western,1
2752,37955,Action,7
2753,37955,Adventure,7
2754,37955,Comedy,1
2755,37955,Fantasy,2
2756,37955,Horror,1
2757,37955,IMAX,1
2758,37955,Mystery,1
2759,37955,Sci-Fi,8
2760,37955,Thriller,3
2761,38543,Action,9
2762,38543,Adventure,7
2763,38543,Animation,2
2764,38543,Comedy,2
2765,38543,Drama,2
2766,38543,Fantasy,1
2767,38543,Horror,1
2768,38543,Sci-Fi,9
2769,38543,Thriller,2
2770,38588,(no genres listed),1
2771,38588,Action,7
2772,38588,Adventure,6
2773,38588,Animation,1
2774,38588,Children,2
2775,38588,Comedy,3
2776,38588,Crime,5
2777,38588,Drama,7
2778,38588,Fantasy,2
2779,38588,Mystery,1
2780,38588,Romance,1
2781,38588,Sci-Fi,5
2782,38588,Thriller,6
2783,38643,Action,3
2784,38643,Adventure,4
2785,38643,Animation,4
2786,38643,Children,3
2787,38643,Comedy,6
2788,38643,Crime,2
2789,38643,Drama,3
2790,38643,Fantasy,4
2791,38643,Sci-Fi,2
2792,38752,(no genres listed),1
2793,38752,Action,7
2794,38752,Adventure,6
2795,38752,Animation,1
2796,38752,Children,1
2797,38752,Comedy,3
2798,38752,Drama,1
2799,38752,Fantasy,3
2800,38752,Horror,1
2801,38752,Sci-Fi,6
2802,38752,Thriller,2
2803,38814,Action,6
2804,38814,Adventure,5
2805,38814,Animation,1
2806,38814,Children,1
2807,38814,Crime,2
2808,38814,Documentary,1
2809,38814,Drama,4
2810,38814,Fantasy,2
2811,38814,Horror,1
2812,38814,Sci-Fi,3
2813,38814,Thriller,3
2814,39440,Action,5
2815,39440,Adventure,5
2816,39440,Animation,1
2817,39440,Children,1
2818,39440,Comedy,3
2819,39440,Crime,3
2820,39440,Drama,3
2821,39440,Fantasy,1
2822,39440,Sci-Fi,1
2823,39440,Thriller,2
2824,39896,(no genres listed),1
2825,39896,Action,5
2826,39896,Adventure,2
2827,39896,Comedy,3
2828,39896,Crime,1
2829,39896,Drama,9
2830,39896,Fantasy,3
2831,39896,Horror,4
2832,39896,Mystery,1
2833,39896,Romance,3
2834,39896,Thriller,6
2835,39896,War,2
2836,40006,Action,6
2837,40006,Adventure,5
2838,40006,Children,1
2839,40006,Comedy,2
2840,40006,Drama,3
2841,40006,Fantasy,1
2842,40006,Horror,4
2843,40006,Romance,1
2844,40006,Sci-Fi,5
2845,40006,Thriller,4
2846,40068,Action,8
2847,40068,Adventure,7
2848,40068,Animation,1
2849,40068,Comedy,3
2850,40068,Crime,2
2851,40068,Drama,3
2852,40068,Fantasy,1
2853,40068,Horror,1
2854,40068,Sci-Fi,7
2855,40068,Thriller,2
2856,40099,Action,7
2857,40099,Adventure,7
2858,40099,Animation,1
2859,40099,Children,2
2860,40099,Comedy,2
2861,40099,Drama,2
2862,40099,Fantasy,2
2863,40099,Horror,2
2864,40099,Romance,1
2865,40099,Sci-Fi,5
2866,40099,Thriller,2
2867,40211,Action,6
2868,40211,Adventure,5
2869,40211,Animation,5
2870,40211,Children,3
2871,40211,Comedy,8
2872,40211,Crime,2
2873,40211,Drama,1
2874,40211,Fantasy,3
2875,40211,Romance,1
2876,40211,Sci-Fi,4
2877,40211,Thriller,3
2878,40211,Western,1
2879,40334,Action,4
2880,40334,Adventure,5
2881,40334,Children,1
2882,40334,Comedy,4
2883,40334,Crime,2
2884,40334,Drama,6
2885,40334,Fantasy,3
2886,40334,Mystery,1
2887,40334,Romance,1
2888,40334,Sci-Fi,3
2889,40334,Thriller,4
2890,40491,(no genres listed),1
2891,40491,Action,5
2892,40491,Adventure,4
2893,40491,Animation,1
2894,40491,Children,1
2895,40491,Comedy,1
2896,40491,Crime,1
2897,40491,Drama,2
2898,40491,Fantasy,2
2899,40491,Horror,2
2900,40491,Mystery,2
2901,40491,Sci-Fi,4
2902,40491,Thriller,3
2903,40636,(no genres listed),1
2904,40636,Action,7
2905,40636,Adventure,7
2906,40636,Animation,1
2907,40636,Children,1
2908,40636,Comedy,4
2909,40636,Crime,3
2910,40636,Drama,8
2911,40636,Fantasy,4
2912,40636,Horror,2
2913,40636,Mystery,1
2914,40636,Romance,2
2915,40636,Sci-Fi,4
2916,40636,Thriller,4
2917,40701,Action,4
2918,40701,Adventure,5
2919,40701,Animation,1
2920,40701,Children,1
2921,40701,Comedy,4
2922,40701,Crime,1
2923,40701,Drama,6
2924,40701,Fantasy,1
2925,40701,Horror,2
2926,40701,Mystery,1
2927,40701,Romance,3
2928,40701,Sci-Fi,3
2929,40701,Thriller,2
2930,41191,Action,4
2931,41191,Adventure,6
2932,41191,Animation,2
2933,41191,Children,1
2934,41191,Comedy,2
2935,41191,Crime,3
2936,41191,Drama,4
2937,41191,Fantasy,3
2938,41191,Sci-Fi,2
2939,41191,Thriller,1
2940,41445,Action,2
2941,41445,Adventure,1
2942,41445,Animation,3
2943,41445,Children,1
2944,41445,Comedy,3
2945,41445,Crime,3
2946,41445,Drama,12
2947,41445,Mystery,1
2948,41445,Romance,3
2949,41445,Sci-Fi,1
2950,41445,Thriller,6
2951,41445,War,1
2952,41445,Western,1
2953,41608,Action,8
2954,41608,Adventure,6
2955,41608,Comedy,3
2956,41608,Crime,1
2957,41608,Drama,5
2958,41608,Fantasy,2
2959,41608,Horror,1
2960,41608,Mystery,1
2961,41608,Romance,1
2962,41608,Sci-Fi,6
2963,41608,Thriller,6
2964,41608,War,1
2965,41657,(no genres listed),1
2966,41657,Action,8
2967,41657,Adventure,5
2968,41657,Animation,1
2969,41657,Children,2
2970,41657,Comedy,5
2971,41657,Crime,3
2972,41657,Drama,11
2973,41657,Fantasy,2
2974,41657,Horror,2
2975,41657,Mystery,1
2976,41657,Romance,4
2977,41657,Sci-Fi,5
2978,41657,Thriller,6
2979,41657,War,1
2980,41657,Western,2
2981,41686,Action,11
2982,41686,Adventure,9
2983,41686,Children,1
2984,41686,Comedy,1
2985,41686,Crime,3
2986,41686,Drama,2
2987,41686,Fantasy,4
2988,41686,Horror,1
2989,41686,IMAX,1
2990,41686,Mystery,1
2991,41686,Sci-Fi,10
2992,41686,Thriller,5
2993,42078,Action,16
2994,42078,Adventure,10
2995,42078,Animation,3
2996,42078,Children,2
2997,42078,Comedy,8
2998,42078,Crime,6
2999,42078,Drama,4
3000,42078,Fantasy,3
3001,42078,Horror,2
3002,42078,Mystery,1
3003,42078,Sci-Fi,8
3004,42078,Thriller,7
3005,42078,War,1
3006,42110,Action,9
3007,42110,Adventure,8
3008,42110,Animation,1
3009,42110,Children,1
3010,42110,Comedy,5
3011,42110,Crime,1
3012,42110,Fantasy,1
3013,42110,Sci-Fi,6
3014,42110,Thriller,3
3015,42804,Action,5
3016,42804,Adventure,6
3017,42804,Animation,2
3018,42804,Children,2
3019,42804,Comedy,3
3020,42804,Drama,5
3021,42804,Fantasy,3
3022,42804,Romance,1
3023,42804,Sci-Fi,3
3024,42821,Action,3
3025,42821,Adventure,4
3026,42821,Animation,2
3027,42821,Children,2
3028,42821,Comedy,3
3029,42821,Crime,3
3030,42821,Drama,2
3031,42821,Fantasy,3
3032,42821,Horror,1
3033,42821,IMAX,1
3034,42821,Mystery,1
3035,42821,Romance,1
3036,42821,Sci-Fi,3
3037,42821,Thriller,2
3038,42909,Action,10
3039,42909,Adventure,6
3040,42909,Children,1
3041,42909,Comedy,2
3042,42909,Crime,3
3043,42909,Drama,1
3044,42909,Fantasy,2
3045,42909,Horror,3
3046,42909,IMAX,1
3047,42909,Mystery,1
3048,42909,Sci-Fi,6
3049,42909,Thriller,4
3050,42909,Western,1
3051,43147,Action,6
3052,43147,Adventure,4
3053,43147,Animation,3
3054,43147,Children,2
3055,43147,Comedy,4
3056,43147,Crime,2
3057,43147,Drama,2
3058,43147,Fantasy,1
3059,43147,Horror,1
3060,43147,Romance,1
3061,43147,Sci-Fi,3
3062,43147,Thriller,2
3063,43147,Western,1
3064,43207,Action,6
3065,43207,Adventure,7
3066,43207,Animation,1
3067,43207,Children,1
3068,43207,Comedy,1
3069,43207,Crime,2
3070,43207,Drama,3
3071,43207,Fantasy,3
3072,43207,Mystery,1
3073,43207,Romance,1
3074,43207,Sci-Fi,6
3075,43207,Thriller,5
3076,43211,Action,4
3077,43211,Adventure,6
3078,43211,Animation,5
3079,43211,Children,2
3080,43211,Comedy,5
3081,43211,Crime,2
3082,43211,Drama,10
3083,43211,Fantasy,1
3084,43211,Horror,1
3085,43211,Romance,2
3086,43211,Sci-Fi,1
3087,43211,Thriller,4
3088,43211,War,1
3089,43698,Action,5
3090,43698,Adventure,5
3091,43698,Animation,2
3092,43698,Children,2
3093,43698,Comedy,3
3094,43698,Documentary,1
3095,43698,Drama,3
3096,43698,Romance,1
3097,43698,Sci-Fi,2
3098,43698,Thriller,1
3099,44046,Action,8
3100,44046,Adventure,7
3101,44046,Animation,2
3102,44046,Children,1
3103,44046,Comedy,3
3104,44046,Crime,3
3105,44046,Drama,5
3106,44046,Fantasy,3
3107,44046,Romance,2
3108,44046,Sci-Fi,4
3109,44046,Thriller,3
3110,44078,Action,8
3111,44078,Adventure,7
3112,44078,Animation,2
3113,44078,Children,3
3114,44078,Comedy,1
3115,44078,Drama,5
3116,44078,Fantasy,1
3117,44078,Mystery,1
3118,44078,Romance,2
3119,44078,Sci-Fi,7
3120,44078,Thriller,2
3121,44078,War,1
3122,44215,Action,7
3123,44215,Adventure,6
3124,44215,Children,1
3125,44215,Comedy,2
3126,44215,Crime,1
3127,44215,Drama,3
3128,44215,Romance,2
3129,44215,Sci-Fi,4
3130,44215,Thriller,4
3131,44621,Action,11
3132,44621,Adventure,10
3133,44621,Children,1
3134,44621,Comedy,3
3135,44621,Crime,2
3136,44621,Drama,7
3137,44621,Fantasy,2
3138,44621,Horror,1
3139,44621,Mystery,2
3140,44621,Sci-Fi,9
3141,44621,Thriller,5
3142,44775,Action,8
3143,44775,Adventure,10
3144,44775,Animation,2
3145,44775,Children,2
3146,44775,Comedy,3
3147,44775,Crime,1
3148,44775,Drama,8
3149,44775,Fantasy,4
3150,44775,Romance,2
3151,44775,Sci-Fi,10
3152,44775,Thriller,2
3153,44895,Action,5
3154,44895,Adventure,2
3155,44895,Animation,1
3156,44895,Children,1
3157,44895,Comedy,7
3158,44895,Crime,3
3159,44895,Drama,7
3160,44895,Horror,2
3161,44895,Mystery,1
3162,44895,Romance,3
3163,44895,Sci-Fi,2
3164,44895,Thriller,6
3165,44895,War,1
3166,44895,Western,1
3167,45038,(no genres listed),1
3168,45038,Action,7
3169,45038,Adventure,7
3170,45038,Animation,2
3171,45038,Children,1
3172,45038,Comedy,1
3173,45038,Crime,1
3174,45038,Drama,3
3175,45038,Fantasy,2
3176,45038,Sci-Fi,8
3177,45038,Thriller,2
3178,45219,Action,3
3179,45219,Adventure,3
3180,45219,Comedy,3
3181,45219,Crime,1
3182,45219,Drama,7
3183,45219,Horror,1
3184,45219,Mystery,3
3185,45219,Romance,3
3186,45219,Sci-Fi,3
3187,45219,Thriller,4
3188,45566,Action,11
3189,45566,Adventure,7
3190,45566,Animation,1
3191,45566,Comedy,5
3192,45566,Crime,4
3193,45566,Drama,6
3194,45566,Fantasy,3
3195,45566,Horror,1
3196,45566,Romance,1
3197,45566,Sci-Fi,7
3198,45566,Thriller,5
3199,45599,Action,2
3200,45599,Adventure,4
3201,45599,Animation,1
3202,45599,Children,1
3203,45599,Comedy,6
3204,45599,Crime,6
3205,45599,Drama,10
3206,45599,Fantasy,2
3207,45599,Horror,1
3208,45599,Mystery,2
3209,45599,Romance,4
3210,45599,Sci-Fi,1
3211,45599,Thriller,4
3212,45672,Action,8
3213,45672,Adventure,7
3214,45672,Animation,3
3215,45672,Children,2
3216,45672,Comedy,2
3217,45672,Drama,3
3218,45672,Fantasy,2
3219,45672,Horror,2
3220,45672,Romance,1
3221,45672,Sci-Fi,4
3222,45672,Thriller,1
3223,45672,Western,1
3224,45948,Action,9
3225,45948,Adventure,8
3226,45948,Animation,1
3227,45948,Comedy,2
3228,45948,Crime,1
3229,45948,Drama,7
3230,45948,Fantasy,3
3231,45948,Horror,2
3232,45948,Mystery,1
3233,45948,Romance,2
3234,45948,Sci-Fi,9
3235,45948,Thriller,7
3236,46023,Action,9
3237,46023,Adventure,5
3238,46023,Children,1
3239,46023,Comedy,1
3240,46023,Crime,1
3241,46023,Drama,2
3242,46023,Fantasy,2
3243,46023,Horror,1
3244,46023,Mystery,1
3245,46023,Sci-Fi,5
3246,46023,Thriller,5
3247,46088,Action,7
3248,46088,Adventure,7
3249,46088,Animation,1
3250,46088,Children,1
3251,46088,Comedy,5
3252,46088,Drama,6
3253,46088,Fantasy,3
3254,46088,Romance,2
3255,46088,Sci-Fi,5
3256,46088,Thriller,1
3257,46101,(no genres listed),1
3258,46101,Action,9
3259,46101,Adventure,7
3260,46101,Children,3
3261,46101,Comedy,4
3262,46101,Crime,1
3263,46101,Drama,13
3264,46101,Fantasy,2
3265,46101,Horror,3
3266,46101,Mystery,1
3267,46101,Romance,2
3268,46101,Sci-Fi,7
3269,46101,Thriller,5
3270,46101,War,1
3271,46224,Action,6
3272,46224,Adventure,4
3273,46224,Comedy,2
3274,46224,Crime,3
3275,46224,Drama,7
3276,46224,Fantasy,2
3277,46224,Horror,1
3278,46224,Romance,2
3279,46224,Sci-Fi,3
3280,46224,Thriller,4
3281,46224,Western,1
3282,46264,Action,8
3283,46264,Adventure,5
3284,46264,Animation,2
3285,46264,Comedy,2
3286,46264,Crime,3
3287,46264,Drama,3
3288,46264,Fantasy,2
3289,46264,Horror,1
3290,46264,Sci-Fi,3
3291,46264,Thriller,5
3292,46290,Action,9
3293,46290,Adventure,7
3294,46290,Animation,1
3295,46290,Children,1
3296,46290,Comedy,2
3297,46290,Crime,1
3298,46290,Drama,5
3299,46290,Fantasy,4
3300,46290,Horror,2
3301,46290,Romance,1
3302,46290,Sci-Fi,5
3303,46290,Thriller,6
3304,46342,Action,8
3305,46342,Adventure,3
3306,46342,Comedy,5
3307,46342,Crime,2
3308,46342,Drama,3
3309,46342,Fantasy,2
3310,46342,Horror,1
3311,46342,Romance,2
3312,46342,Sci-Fi,4
3313,46342,Thriller,3
3314,46357,Action,5
3315,46357,Adventure,5
3316,46357,Drama,6
3317,46357,Fantasy,2
3318,46357,IMAX,1
3319,46357,Romance,2
3320,46357,Sci-Fi,4
3321,46357,Thriller,2
3322,46357,War,1
3323,46412,Action,4
3324,46412,Adventure,1
3325,46412,Comedy,1
3326,46412,Crime,2
3327,46412,Drama,5
3328,46412,Horror,3
3329,46412,Mystery,1
3330,46412,Sci-Fi,2
3331,46412,Thriller,4
3332,46546,Action,7
3333,46546,Adventure,7
3334,46546,Animation,2
3335,46546,Comedy,3
3336,46546,Drama,3
3337,46546,Fantasy,2
3338,46546,Romance,1
3339,46546,Sci-Fi,7
3340,46546,Thriller,1
3341,46546,War,2
3342,46638,Action,5
3343,46638,Adventure,4
3344,46638,Animation,1
3345,46638,Children,1
3346,46638,Comedy,8
3347,46638,Crime,3
3348,46638,Drama,5
3349,46638,Fantasy,1
3350,46638,Horror,2
3351,46638,Mystery,2
3352,46638,Romance,2
3353,46638,Sci-Fi,2
3354,46638,Thriller,6
3355,46692,Action,5
3356,46692,Adventure,5
3357,46692,Comedy,1
3358,46692,Crime,4
3359,46692,Drama,8
3360,46692,Fantasy,1
3361,46692,Mystery,2
3362,46692,Sci-Fi,3
3363,46692,Thriller,7
3364,46694,Action,5
3365,46694,Adventure,2
3366,46694,Animation,2
3367,46694,Comedy,3
3368,46694,Crime,1
3369,46694,Drama,9
3370,46694,Fantasy,3
3371,46694,Romance,2
3372,46694,Sci-Fi,3
3373,46984,Action,8
3374,46984,Adventure,8
3375,46984,Animation,3
3376,46984,Children,2
3377,46984,Comedy,3
3378,46984,Crime,1
3379,46984,Drama,5
3380,46984,Fantasy,3
3381,46984,Horror,1
3382,46984,Romance,2
3383,46984,Sci-Fi,9
3384,46984,Thriller,3
3385,47153,Action,4
3386,47153,Adventure,6
3387,47153,Animation,2
3388,47153,Children,1
3389,47153,Comedy,4
3390,47153,Crime,1
3391,47153,Drama,12
3392,47153,Fantasy,1
3393,47153,Romance,1
3394,47153,Sci-Fi,4
3395,47153,Thriller,6
3396,47153,War,1
3397,47153,Western,1
3398,47578,Action,10
3399,47578,Adventure,10
3400,47578,Animation,4
3401,47578,Children,4
3402,47578,Comedy,6
3403,47578,Crime,3
3404,47578,Drama,10
3405,47578,Fantasy,5
3406,47578,Horror,1
3407,47578,IMAX,1
3408,47578,Romance,3
3409,47578,Sci-Fi,9
3410,47578,Thriller,4
